dfl12,dfl12bis,credit,debit,account_1,relationship,account_2,date,librae,solidi,denarii,lsd,tr_type,notes
279,214,dfl12_282,dfl12_001,D'erffgenaemen van Gilles Hasebaert ende Magdalena du Boys,creditor,Balance on 8 November,15821108,207,13,1,207.13.1,,
280,NA,dfl12_283,dfl12_001,Hester van Eeckeren_1,creditor,Balance on 8 November,15821108,580,19,2.5,580.19.2 1/2,,
281,NA,dfl12_284,dfl12_001,Wouter Aertsen and Maria de Wale,creditor,Balance on 8 November,15821108,133,6,8,133.6.8,,
281,NA,dfl12_002,dfl12_284,Wouter Aertsen and Maria de Wale,debtor,Cassa,15830801,8,6,8,8.6.8,,Paid to Jacques della Faille
281,NA,dfl12_002,dfl12_284,Wouter Aertsen and Maria de Wale,debtor,Cassa,15831003,136,16,1,136.16.1,,Paid to Marten della Faille
282,215,dfl12_285,dfl12_001,Carlo della Faille,creditor,Balance on 8 November,15821108,82,13,0,82.13.0,,
282,215,dfl12_116,dfl12_285,Carlo della Faille,debtor,Carseyen overhoop,15830106,25,7,0,25.7.0,,
282,215,dfl12_002,dfl12_285,Carlo della Faille,debtor,Cassa,15830628,2,0,0,2.0.0,,
282,215,dfl12_285,dfl12_055,Carlo della Faille,creditor,Ambrosius Goyvaerts_1,15831116,16,13,4,16.13.4,,
282,215,dfl12_002,dfl12_285,Carlo della Faille,debtor,Cassa,15840315,71,19,4,71.19.4,,Paid by cassa to close the account
283,216,dfl12_286,dfl12_001,D'erffgenaemen of Maria della Faille,creditor,Balance on 8 November,15821108,100,0,0,100.0.0,,
283,216,dfl12_286,dfl12_055,D'erffgenaemen of Maria della Faille,creditor,Ambrosius Goyvaerts_1,15831116,16,13,4,16.13.4,,
283,216,dfl12_002,dfl12_286,D'erffgenaemen of Maria della Faille,debtor,Cassa,15840104,116,13,4,116.13.4,,The money was used by Marten on 4 January 1584 to purchase 200 gulden erffrente in the huys of Jan Vrinden in the Langenieuwesstraete. It was purchased from Fernando Helman.
284,92,dfl12_287,dfl12_001,Jan della Faille_2,creditor,Balance on 8 November,15821108,113,2,10,113.2.10,,
284,92,dfl12_116,dfl12_287,Jan della Faille_2,debtor,Carseyen overhoop,15830106,20,5,4,20.5.4,,
284,92,dfl12_002,dfl12_287,Jan della Faille_2,debtor,Cassa,15830326,100,0,0,100.0.0,,"For payment to Peeter vander Goes, father of his wife Maria van der Goes"
284,92,dfl12_002,dfl12_287,Jan della Faille_2,debtor,Cassa,15830401,166,13,4,166.13.4,,
284,92,dfl12_002,dfl12_287,Jan della Faille_2,debtor,Cassa,15830628,2,0,0,2.0.0,,
284,92,dfl12_002,dfl12_287,Jan della Faille_2,debtor,Cassa,15830927,1030,0,0,1030.0.0,,For payment to 'diverse personen’
284,92,dfl12_002,dfl12_287,Jan della Faille_2,debtor,Cassa,15831026,32,4,5.5,32.4.5 1/2,,
284,92,dfl12_287,dfl12_002,Jan della Faille_2,creditor,Cassa,15831128,32,4,5.5,32.4.5 1/2,,Jan paid the cassa. This was to repay amount he took out from the cassa one month earlier.
284,92,dfl12_287,dfl12_340,Jan della Faille_2,creditor,Jan della Faille_paternal,15840107,1205,15,10,1205.15.10,Accounting,To close the account
285,217,dfl12_288,dfl12_001,Oncosten van English wool,creditor,Balance on 8 November,15821108,200,0,0,200.0.0,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15830820,2,4,0,2.4.0,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15831009,0,6,8,0.6.8,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15940913,0,18,8,0.18.8,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15940913,100,3,4,100.3.4,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15940913,16,18,4,16.18.4,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15940913,17,16,7,17.16.7,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15940913,178,3,4,178.3.4,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15940913,20,5,0,20.5.0,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15940913,4,3,4,4.3.4,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15940913,42,16,4,42.16.4,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15940914,1,11,6,1.11.6,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15940914,2,0,0,2.0.0,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15940914,2,0,0,2.0.0,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15940914,3,0,0,3.0.0,,
285,217,dfl12_002,dfl12_288,Oncosten van English wool,debtor,Cassa,15940914,5,10,2,5.10.2,,
285,217,dfl12_288,dfl12_263,Oncosten van English wool,creditor,Daniel Hoochstetter,15940920,19,1,7,19.1.7,,
285,217,dfl12_288,dfl12_264,Oncosten van English wool,creditor,Passchier van eele van Brugge,15940920,4,6,5,4.6.5,,
286,17,dfl12_289,dfl12_001,Creditors of this Book,creditor,Balance on 8 November,15821108,41112,10,5,41112.10.5,Inheritance,This is the paternal inheritance of the heirs of Jan de Oude
286,17,dfl12_226,dfl12_289,Creditors of this Book,debtor,Erffgoeden,15831226,1240,10,0.5,1240.10.0 1/2,Inheritance,
286,17,dfl12_021,dfl12_289,Creditors of this Book,debtor,Jan de Witthem Heere van Beersele,15831226,130,10,0,130.10.0,Political,
286,17,dfl12_018,dfl12_289,Creditors of this Book,debtor,City of Antwerp,15831226,317,11,2,317.11.2,Political,
286,17,dfl12_289,dfl12_312,Creditors of this Book,creditor,Jan de Oude_2,15840330,757,18,4.5,757.18.4 1/2,,
286,17,dfl12_289,dfl12_259,Creditors of this Book,creditor,Maria van der Capellen,15841122,200,0,0,200.0.0,Bequest,
286,17,dfl12_289,dfl12_322,Creditors of this Book,creditor,Adriaen van Afferden de Jonge,15841122,28,2,7,28.2.7,Accounting,To close the account
286,17,dfl12_229,dfl12_289,Creditors of this Book,debtor,Rente van 150 gulden erffelyck opden Grooten Beer op de Groote Merct,15841122,3,6,8,3.6.8,,
286,17,dfl12_468,dfl12_289,Creditors of this Book,debtor,Ambrosius Goyvaerts_4,15841122,312,10,0,312.10.0,,
286,17,dfl12_002,dfl12_289,Creditors of this Book,debtor,Cassa,15940914,49,11,0,49.11.0,,
286,17,dfl12_289,dfl12_294,Creditors of this Book,creditor,Gedeputeerde van 20000 gulden,15940915,11,4,1,11.4.1,Accounting,To close the account
286,17,dfl12_289,dfl12_482,Creditors of this Book,creditor,Robert van Eeckeren_2,15940915,14,3,4,14.3.4,Accounting,To close the account
286,17,dfl12_029,dfl12_289,Creditors of this Book,debtor,Loys Hasebaert,15940915,58,3,10,58.3.10,Bad_debt,To close the account
286,17,dfl12_087,dfl12_289,Creditors of this Book,debtor,Engelsten,15940915,6,10,3,6.10.3,Accounting,To close the account
286,17,dfl12_069,dfl12_289,Creditors of this Book,debtor,Rensche wynen,15940915,8,15,7,8.15.7,Accounting,To close the account
286,17,dfl12_051,dfl12_289,Creditors of this Book,debtor,Rigo Minauw,15940915,91,11,5,91.11.5,,
286,17,dfl12_014,dfl12_289,Creditors of this Book,debtor,Servaes Baes,15940920,0,0,1,0.0.1,Accounting,To close the account
286,17,dfl12_016,dfl12_289,Creditors of this Book,debtor,Heirs of Huysbrecht Verstraeten,15940920,0,0,1,0.0.1,Accounting,To close the account
286,17,dfl12_289,dfl12_148,Creditors of this Book,creditor,Eduart van Ghistele,15940920,0,11,8,0.11.8,Accounting,To close the account
286,17,dfl12_289,dfl12_335,Creditors of this Book,creditor,Jan van Woonsel_1,15940920,0,4,0,0.4.0,Accounting,To close the account
286,17,dfl12_107,dfl12_289,Creditors of this Book,debtor,D'erffgenaemen van Simon Longin in Brussels,15940920,1,14,0,1.14.0,Accounting,To close the account
286,17,dfl12_002,dfl12_289,Creditors of this Book,debtor,Cassa,15940920,100,0,0,100.0.0,,
286,17,dfl12_108,dfl12_289,Creditors of this Book,debtor,Prince van Simay,15940920,11,17,6,11.17.6,Accounting,To close the account
286,17,dfl12_289,dfl12_230,Creditors of this Book,creditor,Rente van 100 gulden erffelyck op den Witten Leeuw in de Silversmitsstraete,15940920,118,15,6.66666666666667,118.15.6 2/3,Erffgoed,
286,17,dfl12_289,dfl12_247,Creditors of this Book,creditor,Aert Cornelis Lootgietere,15940920,12,7,9,12.7.9,Accounting,To close the account. They think that this is still open due to an accounting error in which it was forgotten that the payment was actually made.
286,17,dfl12_289,dfl12_224,Creditors of this Book,creditor,De dekens van de Goutsmits camer,15940920,15,9,6,15.9.6,Erffgoed,
286,17,dfl12_289,dfl12_249,Creditors of this Book,creditor,Christoffel Pruynen,15940920,16,15,6,16.15.6,Accounting,To close the account
286,17,dfl12_289,dfl12_231,Creditors of this Book,creditor,Rente van 100 gulden erffelyck op Calcoten inde Sackstraete,15940920,166,4,1,166.4.1,Erffgoed,12bis 179 gives the amount as £118.15.6 2/3
286,17,dfl12_455,dfl12_289,Creditors of this Book,debtor,Huys in the Merckgraveley,15940920,17,7,10,17.7.10,,
286,17,dfl12_289,dfl12_248,Creditors of this Book,creditor,Guilliam Ghyselinck,15940920,2,6,8,2.6.8,Accounting,To close the account
286,17,dfl12_058,dfl12_289,Creditors of this Book,debtor,Peeter Rutgeert,15940920,35,14,5,35.14.5,Accounting,To close the account
286,17,dfl12_289,dfl12_228,Creditors of this Book,creditor,Rente van 32 gulden erffen op't huys t'Gulden Cruys in the manstraete,15940920,38,19,10,38.19.10,Erffgoed,
286,17,dfl12_289,dfl12_256,Creditors of this Book,creditor,Olifants tanden ende root sandelhout from Angelo Lion in Lisbon,15940920,49,0,3,49.0.3,Accounting,To close the account
286,17,dfl12_289,dfl12_250,Creditors of this Book,creditor,Rugge Vellekens,15940920,5,10,8,5.10.8,Accounting,To close the account
286,17,dfl12_444,dfl12_289,Creditors of this Book,debtor,Oncosten van d'erffgenaemen of Jan de Oude_1,15940920,521,1,9.5,521.1.9 1/2,,
286,17,dfl12_225,dfl12_289,Creditors of this Book,debtor,Philips Hockaert,15940920,65,11,6.5,65.11.6 1/2,Accounting,To close the account
287,218,dfl12_290,dfl12_001,Marcus Stecher,creditor,Balance on 8 November,15821108,50,0,0,50.0.0,,
287,218,dfl12_002,dfl12_290,Marcus Stecher,debtor,Cassa,15940915,50,0,0,50.0.0,,Paid to his sister Maria Stecher
288,NA,dfl12_291,dfl12_001,Peeter Mesureur,creditor,Balance on 8 November,15821108,0,14,0,0.14.0,,
288,NA,dfl12_291,dfl12_116,Peeter Mesureur,creditor,Carseyen overhoop,15830107,10,0,0,10.0.0,,"This transaction is not listed in the account Carseyen overhoop in DFL 12, but it is noted in the account in DFL 12bis (nr 241)."
288,NA,dfl12_002,dfl12_291,Peeter Mesureur,debtor,Cassa,15830503,10,0,0,10.0.0,Trade,For three pieces of camerycx doeck
288,NA,dfl12_002,dfl12_291,Peeter Mesureur,debtor,Cassa,15830525,0,4,0,0.4.0,,
289,NA,dfl12_292,dfl12_001,Jacques Noirot_1,creditor,Balance on 8 November,15821108,300,0,0,300.0.0,,
289,NA,dfl12_002,dfl12_292,Jacques Noirot_1,debtor,Cassa,15830907,108,16,3,108.16.3,,
290,272,dfl12_293,dfl12_001,Gheeraert Corhase,creditor,Balance on 8 November,15821108,3,8,0,3.8.0,,
291,219,dfl12_294,dfl12_001,Gedeputeerde van 20000 gulden,creditor,Balance on 8 November,15821108,11,4,1,11.4.1,,
292,220,dfl12_295,dfl12_001,Capitael of Marten della Faille,creditor,Balance on 8 November,15821108,4945,10,7,4945.10.7,,
292,220,dfl12_295,dfl12_038,Capitael of Marten della Faille,creditor,Winninge ende verlies_1,15831215,1609,15,6,1609.15.6,,
292,220,dfl12_002,dfl12_295,Capitael of Marten della Faille,debtor,Cassa,15840107,700,0,0,700.0.0,Inheritance,Payment of maternal inheritance
292,220,dfl12_002,dfl12_295,Capitael of Marten della Faille,debtor,Cassa,15840315,1145,10,7,1145.10.7,Inheritance,Payment of maternal inheritance
292,220,dfl12_112,dfl12_295,Capitael of Marten della Faille,debtor,Voyagie van London,15840322,3100,0,0,3100.0.0,Inheritance,Payment of maternal inheritance
292,220,dfl12_265,dfl12_295,Capitael of Marten della Faille,debtor,Anna della Faille rekeninge bysonder,15841127,200,0,0,200.0.0,Accounting,This amount was mistakenly brought over to Anna della Faille rekeninge bysonder ( dfl12_265). It was then placed on dfl12_251. I am not sure what actually happened here.
292,220,dfl12_295,dfl12_265,Capitael of Marten della Faille,creditor,Anna della Faille rekeninge bysonder,15841127,200,0,0,200.0.0,Accounting,This amount was mistakenly brought over to Anna della Faille rekeninge bysonder ( dfl12_265). It was then placed on dfl12_251. I am not sure what actually happened here.
292,220,dfl12_466,dfl12_295,Capitael of Marten della Faille,debtor,Mauritio Lanfranchi and Fabio Augustini_3,15841127,250,0,0,250.0.0,Wissel,
292,220,dfl12_295,dfl12_350,Capitael of Marten della Faille,creditor,Capitael van Cornelia della Faille,15940930,138,12,7.375,138.12.7 3/8,,
292,220,dfl12_295,dfl12_365,Capitael of Marten della Faille,creditor,Beelken della Faille_2,15940930,14,18,4,14.18.4,,
292,220,dfl12_295,dfl12_381,Capitael of Marten della Faille,creditor,Maria Segers,15940930,2,0,0,2.0.0,,
292,220,dfl12_470,dfl12_295,Capitael of Marten della Faille,debtor,Marten della Faille_2,15940930,7,2,1.5,7.2.1 1/2,,To close the account
292,220,dfl12_341,dfl12_295,Capitael of Marten della Faille,debtor,Marten della Faille_paternal,15940930,910,19,6,910.19.6,Accounting,Close account for paternal inheritance
292,220,dfl12_295,dfl12_445,Capitael of Marten della Faille,creditor,Winninge ende verlies_2,15941001,128,15,3.5,128.15.3 1/2,,Jacques and Jan receive 1/2 d more than the other heirs
292,220,dfl12_295,dfl12_445,Capitael of Marten della Faille,creditor,Winninge ende verlies_2,15941001,129,10,5,129.10.5,,Maternal profits
292,220,dfl12_073,dfl12_295,Capitael of Marten della Faille,debtor,Jan de Wale_1,15941001,242,10,1,242.10.1,,To close the account
292,220,dfl12_080,dfl12_295,Capitael of Marten della Faille,debtor,Willem van den Mey_2,15941004,12,17,6,12.17.6,,
292,220,dfl12_028,dfl12_295,Capitael of Marten della Faille,debtor,Jan de Vooght_1,15941004,13,0,4.75,13.0.4 3/4,Bad_debt,
292,220,dfl12_477,dfl12_295,Capitael of Marten della Faille,debtor,Voyagie van London nieuwe rekening,15941004,180,1,5.33333333333333,180.1.5 1/3,,
292,220,dfl12_295,dfl12_477,Capitael of Marten della Faille,creditor,Voyagie van London nieuwe rekening,15941004,192,15,9,192.15.9,,
292,220,dfl12_316,dfl12_295,Capitael of Marten della Faille,debtor,Marten Ensberger nieuw rekening,15941004,23,15,3.5,23.15.3 1/2,,To close the account
292,220,dfl12_483,dfl12_295,Capitael of Marten della Faille,debtor,Robert van Eeckeren_3,15941004,23,4,0.666666666666667,23.4.0 2/3,,
292,220,dfl12_295,dfl12_091,Capitael of Marten della Faille,creditor,Jan Widhols nieuw rekening,15941004,24,15,10,24.15.10,,
292,220,dfl12_295,dfl12_289,Capitael of Marten della Faille,creditor,Creditors of this Book,15941004,41,14,8.5,41.14.8 1/2,,
292,220,dfl12_289,dfl12_295,Capitael of Marten della Faille,debtor,Creditors of this Book,15941004,83,2,5,83.2.5,,
292,220,dfl12_485,dfl12_295,Capitael of Marten della Faille,debtor,Huis de Grooten Beer op de Groote Merct,15941215,107,9,5.5,107.9.5 1/2,,
292,220,dfl12_488,dfl12_295,Capitael of Marten della Faille,debtor,Capital of diverse rente,15941215,115,10,0,115.10.0,,
292,220,dfl12_295,dfl12_204,Capitael of Marten della Faille,creditor,Jan van Borne_1,15941215,40,10,3.66666666666667,40.10.3 2/3,,
292,220,dfl12_226,dfl12_295,Capitael of Marten della Faille,debtor,Erffgoeden,15941215,50,0,0,50.0.0,Inheritance,
292,220,dfl12_083,dfl12_295,Capitael of Marten della Faille,debtor,Catharina de Hane,15941216,17,10,5.5,17.10.5 1/2,,
292,220,dfl12_002,dfl12_295,Capitael of Marten della Faille,debtor,Cassa,15941216,524,12,10.1666666666667,524.12.10 1/6,,
293,221,dfl12_296,dfl12_001,Oncosten van't process tegens Daniel de Hane,creditor,Balance on 8 November,15821108,328,10,10,328.10.10,Lawsuit,
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15830702,14,16,8,14.16.8,Lawsuit,Paid to Christiaen van Wiele
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15830721,5,3,4,5.3.4,Lawsuit,For Renschen wyn sent to Brussels
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15830723,0,6,8,0.6.8,Lawsuit,To Goyvaerts
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15830820,0,10,11,0.10.11,Lawsuit,To the bode of Brussels
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15830820,1,9,8,1.9.8,Lawsuit,To Marcelis van Wossum for copies of requests
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15830820,2,2,6,2.2.6,Lawsuit,To Secretary Boudewyns
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15830907,6,8,9,6.8.9,Lawsuit,For Rensen wyn sent to Brussels
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15831021,25,2,9,25.2.9,Lawsuit,For 5 amen rensschen wyn
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15840305,10,0,0,10.0.0,Lawsuit,To Otto Hartius
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15840422,2,0,0,2.0.0,Lawsuit,To Otto Hartius
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15840423,4,19,6,4.19.6,Lawsuit,For fruit sent to Brussels
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15840608,1,9,8,1.9.8,Lawsuit,To secretary Boudewyns
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15840628,0,13,4,0.13.4,Lawsuit,
293,221,dfl12_296,dfl12_002,Oncosten van't process tegens Daniel de Hane,creditor,Cassa,15840628,8,16,7,8.16.7,Lawsuit,
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15841004,20,0,0,20.0.0,Lawsuit,To Otto Hartius
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15841015,0,14,8,0.14.8,Lawsuit,
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15841216,20,0,0,20.0.0,Lawsuit,To Henrick Kinschot
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15841216,5,9,0,5.9.0,Lawsuit,To Roelant Paulet for his service
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15841228,16,13,4,16.13.4,Lawsuit,
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15841228,2,0,0,2.0.0,Lawsuit,To Henrick Uwens
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15850128,25,0,0,25.0.0,Lawsuit,To Jan de Prince through the order of Christiaen van Wiele
293,221,dfl12_002,dfl12_296,Oncosten van't process tegens Daniel de Hane,debtor,Cassa,15940914,1,13,6,1.13.6,Lawsuit,To Christiaen van Wiele for Secretary Boudewyns
294,NA,dfl12_297,dfl12_001,Onse Provise,creditor,Balance on 8 November,15821108,8,11,10,8.11.10,,
295,NA,dfl12_298,dfl12_001,Jacques Rugge,creditor,Balance on 8 November,15821108,100,0,0,100.0.0,,
295,NA,dfl12_002,dfl12_298,Jacques Rugge,debtor,Cassa,15830521,100,0,0,100.0.0,,Payment of a due obligatie that involved Dierick de Jaghere.
296,NA,dfl12_299,dfl12_001,Jan Wallaert,creditor,Balance on 8 November,15821108,66,3,4,66.3.4,,
296,NA,dfl12_002,dfl12_299,Jan Wallaert,debtor,Cassa,15831206,66,3,4,66.3.4,,Through his order and from Dierick de Jagere
297,NA,dfl12_300,dfl12_001,Christiaen van Wiele_1,creditor,Balance on 8 November,15821108,425,0,0,425.0.0,,
297,NA,dfl12_300,dfl12_098,Christiaen van Wiele_1,creditor,Oncosten van coopmansschappen,15830212,18,18,9,18.18.9,Interest,This seems to be one of the entries on the missing pages of Oncosten van coopmansschappen
297,NA,dfl12_002,dfl12_300,Christiaen van Wiele_1,debtor,Cassa,15830212,25,0,0,25.0.0,,
297,NA,dfl12_002,dfl12_300,Christiaen van Wiele_1,debtor,Cassa,15830405,12,14,2,12.14.2,,
297,NA,dfl12_002,dfl12_300,Christiaen van Wiele_1,debtor,Cassa,15830407,18,15,0,18.15.0,,
298,243,dfl12_301,dfl12_001,Dierick de Jagere,creditor,Balance on 8 November,15821108,303,1,9.5,303.1.9 1/2,,
298,243,dfl12_002,dfl12_301,Dierick de Jagere,debtor,Cassa,15830312,100,0,0,100.0.0,Wissel,
298,243,dfl12_308,dfl12_301,Dierick de Jagere,debtor,Joos Grendel,15830919,26,12,11,26.12.11,,
299,222,dfl12_302,dfl12_001,Jacques della Faille_2,creditor,Balance on 8 November,15821108,1,0,0,1.0.0,,
300,223,dfl12_303,dfl12_001,Jan Bernaert_1,creditor,Balance on 8 November,15821108,0,15,1,0.15.1,,
300,223,dfl12_002,dfl12_303,Jan Bernaert_1,debtor,Cassa,15840128,0,15,1,0.15.1,,
301,NA,dfl12_304,dfl12_001,Jan Nollet,creditor,Balance on 8 November,15821108,100,0,0,100.0.0,,
301,NA,dfl12_002,dfl12_304,Jan Nollet,debtor,Cassa,15830919,100,0,0,100.0.0,,Paid to Jan and Jacques de Wale
301,NA,dfl12_002,dfl12_304,Jan Nollet,debtor,Cassa,15830919,23,8,9,23.8.9,,Paid to Jan and Jacques de Wale
